,hard_ids,rand_ids
945,f4_r1558,f4_r48
946,f2_r1460,f3_r1347
947,f3_r1465,f3_r1190
948,f4_r1398,f4_r249
949,f4_r1651,f2_r1211
950,f2_r214,f2_r213
951,f2_r402,f2_r1346
952,f5_r818,f4_r861
953,f2_r193,f5_r382
954,f4_r1637,f2_r118
955,f2_r124,f5_r211
956,f2_r677,f5_r242
957,f2_r1654,f4_r1657
958,f5_r1488,f5_r1418
959,f5_r997,f2_r1189
960,f3_r1362,f2_r217
961,f4_r1576,f4_r585
962,f2_r738,f2_r164
963,f3_r1249,f4_r1347
964,f4_r434,f5_r41
965,f2_r887,f3_r1699
966,f4_r649,f3_r109
967,f4_r824,f2_r1316
968,f2_r1093,f5_r214
969,f4_r1189,f4_r742
970,f4_r1120,f3_r819
971,f4_r513,f4_r1018
972,f4_r296,f5_r1421
973,f2_r1290,f5_r1141
974,f4_r618,f4_r546
975,f2_r252,f2_r1302
976,f3_r572,f2_r930
977,f2_r269,f4_r1515
978,f4_r620,f4_r1060
979,f3_r1679,f3_r554
980,f5_r921,f3_r902
981,f3_r224,f2_r1414
982,f4_r1409,f4_r382
983,f2_r505,f5_r554
984,f2_r951,f4_r311
985,f3_r427,f4_r377
986,f3_r618,f5_r600
987,f4_r1478,f2_r946
988,f4_r229,f4_r1110
989,f5_r420,f4_r1232
990,f4_r1356,f3_r1644
991,f2_r1336,f4_r934
992,f4_r396,f2_r1021
993,f3_r557,f3_r1357
994,f4_r57,f2_r1194
995,f4_r534,f5_r224
996,f2_r9,f3_r320
997,f5_r971,f5_r18
998,f2_r943,f4_r1081
999,f3_r1200,f5_r1393
1000,f2_r1637,f5_r1300
1001,f2_r1568,f5_r1042
1002,f3_r554,f4_r1335
1003,f5_r185,f4_r40
1004,f2_r1371,f3_r1647
1005,f4_r1036,f4_r883
1006,f3_r874,f4_r59
1007,f3_r1342,f3_r1635
1008,f4_r539,f4_r521
1009,f2_r1356,f5_r1371
1010,f2_r720,f4_r1282
1011,f2_r1268,f4_r366
1012,f4_r166,f2_r1582
1013,f5_r490,f3_r1695
1014,f2_r1308,f5_r797
1015,f5_r1416,f5_r573
1016,f4_r101,f3_r257
1017,f5_r237,f2_r295
1018,f2_r57,f4_r497
1019,f3_r1016,f4_r1082
1020,f4_r261,f5_r362
1021,f5_r104,f3_r799
1022,f5_r1118,f2_r1590
1023,f2_r1504,f3_r1250
1024,f4_r1021,f4_r558
1025,f3_r1002,f4_r2
1026,f4_r1132,f2_r1457
1027,f2_r1594,f4_r537
1028,f4_r122,f5_r137
1029,f5_r511,f2_r1259
1030,f2_r1385,f5_r1651
1031,f3_r1536,f5_r480
1032,f2_r1419,f2_r66
1033,f3_r1582,f3_r1370
1034,f5_r222,f2_r705
1035,f3_r560,f2_r630
1036,f5_r392,f3_r944
1037,f2_r121,f3_r118
1038,f5_r1216,f5_r1493
1039,f5_r1697,f4_r299
1040,f4_r212,f2_r1114
1041,f2_r575,f4_r1635
1042,f2_r405,f2_r975
1043,f4_r563,f5_r1129
1044,f3_r181,f4_r520
1045,f5_r551,f5_r1068
1046,f2_r1283,f2_r672
1047,f3_r307,f3_r719
1048,f4_r767,f3_r789
1049,f4_r835,f4_r445
1050,f5_r1325,f5_r1240
1051,f2_r449,f4_r1258
1052,f4_r1341,f4_r1482
1053,f4_r1110,f2_r252
1054,f3_r837,f4_r1279
1055,f4_r1600,f2_r1321
1056,f4_r558,f4_r1146
1057,f2_r117,f4_r317
1058,f4_r1523,f4_r413
1059,f3_r711,f4_r17
1060,f2_r1113,f5_r1513
1061,f5_r1255,f5_r97
1062,f2_r1691,f2_r1275
1063,f3_r260,f4_r1687
1064,f5_r86,f5_r1094
1065,f3_r106,f3_r501
1066,f5_r62,f2_r1514
1067,f4_r1685,f5_r1033
1068,f5_r156,f3_r768
1069,f2_r768,f5_r778
1070,f3_r806,f2_r15
1071,f2_r790,f4_r489
1072,f5_r117,f5_r387
1073,f3_r1430,f2_r692
1074,f4_r603,f3_r156
1075,f3_r1192,f4_r1056
1076,f2_r219,f3_r651
1077,f4_r555,f4_r370
1078,f2_r279,f5_r1272
1079,f4_r239,f5_r292
1080,f2_r1624,f2_r1393
1081,f3_r1293,f3_r1172
1082,f5_r742,f2_r782
1083,f2_r749,f3_r1601
1084,f5_r130,f5_r196
1085,f5_r1254,f4_r1043
1086,f4_r1263,f4_r1135
1087,f2_r789,f2_r1646
1088,f2_r776,f2_r783
1089,f5_r1674,f4_r1418
1090,f3_r628,f4_r606
1091,f4_r889,f3_r1422
1092,f5_r54,f5_r90
1093,f5_r959,f2_r928
1094,f3_r1441,f4_r842
1095,f3_r1648,f3_r1669
1096,f2_r1190,f5_r1680
1097,f2_r1507,f4_r210
1098,f5_r200,f5_r1177
1099,f2_r146,f3_r122
1100,f2_r1160,f3_r1059
1101,f2_r480,f4_r1597
1102,f3_r1322,f2_r805
1103,f2_r194,f2_r1620
1104,f5_r1541,f4_r368
1105,f3_r800,f2_r886
1106,f5_r45,f5_r1462
1107,f5_r344,f2_r1475
1108,f2_r1556,f3_r1100
1109,f4_r1012,f3_r1355
1110,f4_r1087,f3_r435
1111,f2_r1394,f2_r1637
1112,f3_r777,f4_r49
1113,f2_r531,f3_r85
1114,f4_r642,f2_r420
1115,f3_r698,f2_r74
1116,f5_r1225,f2_r1073
1117,f2_r712,f2_r1602
1118,f4_r591,f5_r1183
1119,f2_r857,f5_r1480
1120,f2_r102,f4_r1039
1121,f3_r282,f3_r273
1122,f2_r1528,f2_r761
1123,f4_r837,f4_r73
1124,f2_r1393,f2_r198
1125,f2_r816,f3_r1366
1126,f4_r1623,f3_r557
1127,f5_r1508,f3_r499
1128,f5_r1521,f3_r1505
1129,f3_r67,f5_r540
1130,f5_r832,f2_r800
1131,f3_r1435,f3_r59
1132,f2_r1214,f4_r1623
1133,f4_r789,f3_r849
1134,f4_r241,f2_r857
1135,f4_r615,f3_r202
1136,f2_r1659,f4_r1327
1137,f4_r1146,f4_r1407
1138,f4_r813,f5_r342
1139,f4_r240,f4_r513
1140,f5_r1695,f2_r1254
1141,f5_r1049,f4_r1459
1142,f3_r1489,f4_r257
1143,f5_r445,f3_r1430
1144,f2_r942,f4_r1507
1145,f3_r685,f4_r1104
1146,f3_r1117,f4_r110
1147,f2_r386,f5_r1619
1148,f5_r1240,f4_r1032
1149,f4_r1340,f3_r107
1150,f4_r823,f5_r406
1151,f4_r1595,f2_r85
1152,f2_r415,f2_r1415
1153,f4_r1516,f3_r537
1154,f2_r338,f5_r186
1155,f3_r1306,f4_r1305
1156,f2_r179,f2_r1274
1157,f4_r775,f3_r1146
1158,f5_r33,f2_r104
1159,f2_r1052,f5_r1195
1160,f3_r1494,f2_r1575
1161,f4_r689,f3_r774
1162,f2_r1445,f3_r997
1163,f3_r13,f3_r850
1164,f4_r1018,f3_r1229
1165,f4_r1414,f5_r715
1166,f3_r953,f2_r1543
1167,f4_r1649,f4_r1386
1168,f3_r1405,f5_r1380
1169,f4_r477,f3_r829
1170,f4_r253,f4_r1099
1171,f5_r865,f3_r671
1172,f2_r362,f2_r1238
1173,f3_r1215,f3_r1439
1174,f5_r216,f4_r273
1175,f5_r988,f4_r947
1176,f3_r1250,f2_r794
1177,f3_r520,f5_r1119
1178,f5_r1398,f2_r1277
1179,f5_r1477,f2_r347
1180,f2_r198,f4_r1139
1181,f5_r889,f3_r837
1182,f2_r464,f5_r1472
1183,f5_r1261,f4_r1602
1184,f2_r1481,f2_r1039
1185,f3_r802,f3_r1238
1186,f2_r953,f2_r786
1187,f4_r633,f2_r533
1188,f4_r1360,f4_r836
1189,f4_r1112,f5_r309
1190,f3_r211,f2_r146
1191,f4_r892,f5_r1089
1192,f4_r311,f3_r1180
1193,f2_r458,f5_r1149
1194,f3_r1417,f5_r849
1195,f4_r704,f4_r1632
1196,f4_r1252,f5_r1241
1197,f3_r550,f2_r969
1198,f3_r1172,f5_r1531
1199,f3_r611,f3_r76
1200,f2_r58,f4_r1403
1201,f3_r1496,f4_r477
1202,f3_r919,f2_r831
1203,f5_r1183,f3_r1249
1204,f5_r1533,f5_r1011
1205,f3_r675,f5_r392
1206,f3_r1575,f4_r681
1207,f4_r1453,f2_r955
1208,f4_r1553,f4_r467
1209,f5_r623,f3_r1506
1210,f2_r1522,f2_r1129
1211,f2_r365,f3_r512
1212,f2_r406,f5_r183
1213,f4_r766,f5_r1385
1214,f2_r672,f2_r1150
1215,f4_r70,f2_r883
1216,f4_r140,f3_r1228
1217,f4_r411,f2_r990
1218,f4_r920,f4_r287
1219,f4_r322,f3_r116
1220,f3_r1409,f3_r301
1221,f2_r1045,f4_r656
1222,f4_r1650,f3_r1313
1223,f5_r79,f4_r895
1224,f3_r1666,f5_r805
1225,f4_r1107,f5_r1243
1226,f5_r1012,f3_r520
1227,f2_r77,f4_r762
1228,f2_r339,f5_r130
1229,f2_r1524,f2_r957
1230,f4_r247,f2_r84
1231,f3_r311,f5_r1109
1232,f4_r667,f4_r1072
1233,f2_r317,f2_r450
1234,f5_r380,f5_r1419
1235,f3_r738,f5_r153
1236,f5_r1556,f4_r1311
1237,f3_r85,f3_r1459
1238,f2_r1218,f3_r1256
1239,f5_r1164,f4_r1299
1240,f5_r1689,f2_r226
1241,f3_r821,f3_r990
1242,f3_r1139,f5_r1090
1243,f3_r1433,f3_r724
1244,f2_r1302,f2_r73
1245,f2_r1126,f2_r1322
1246,f2_r765,f4_r1123
1247,f5_r870,f2_r1558
1248,f4_r1011,f5_r670
1249,f4_r878,f3_r8
1250,f3_r61,f3_r1494
1251,f5_r1662,f4_r689
1252,f4_r1066,f3_r1050
1253,f3_r624,f5_r377
1254,f3_r997,f5_r789
1255,f5_r1374,f3_r357
1256,f2_r45,f4_r1330
1257,f3_r1158,f5_r1289
1258,f3_r1610,f5_r99
1259,f3_r992,f3_r877
1260,f3_r1584,f3_r1033
1261,f3_r1201,f3_r1360
1262,f4_r1588,f3_r1284
1263,f3_r1694,f5_r30
1264,f2_r1189,f2_r1158
1265,f3_r366,f3_r282
1266,f3_r1438,f4_r375
1267,f5_r48,f4_r92
1268,f3_r990,f2_r1577
1269,f3_r183,f3_r407
1270,f2_r213,f2_r518
1271,f3_r27,f2_r804
1272,f3_r1453,f3_r1316
1273,f4_r694,f5_r1083
1274,f4_r301,f3_r224
1275,f5_r733,f3_r253
1276,f5_r1410,f3_r1538
1277,f2_r1404,f2_r421
1278,f5_r302,f5_r686
1279,f5_r1127,f2_r1385
1280,f4_r1503,f5_r129
1281,f5_r303,f3_r734
1282,f5_r123,f2_r112
1283,f4_r619,f3_r1273
1284,f2_r493,f4_r943
1285,f4_r1325,f5_r641
1286,f5_r711,f5_r1275
1287,f2_r1499,f5_r911
1288,f2_r180,f4_r1308
1289,f4_r1303,f3_r262
1290,f4_r1288,f2_r205
1291,f2_r421,f3_r186
1292,f5_r1557,f5_r1053
1293,f4_r1259,f3_r1108
1294,f5_r819,f2_r1020
1295,f5_r1198,f2_r1585
1296,f2_r1136,f4_r1651
1297,f5_r629,f4_r936
1298,f4_r1418,f3_r461
1299,f5_r726,f3_r1007
1300,f3_r574,f2_r1394
1301,f5_r1232,f4_r116
1302,f4_r874,f5_r961
1303,f3_r790,f5_r1049
1304,f5_r1621,f2_r1629
1305,f3_r139,f3_r1414
1306,f2_r800,f5_r174
1307,f5_r958,f4_r1496
1308,f2_r520,f4_r982
1309,f5_r467,f5_r885
1310,f4_r429,f4_r107
1311,f4_r1227,f4_r641
1312,f2_r1259,f2_r477
1313,f4_r298,f3_r1115
1314,f5_r394,f5_r249
1315,f3_r1225,f4_r663
1316,f2_r773,f2_r1695
1317,f5_r230,f2_r255
1318,f3_r1109,f3_r279
1319,f3_r789,f2_r846
1320,f4_r744,f5_r1332
1321,f2_r73,f3_r495
1322,f2_r277,f2_r1201
1323,f4_r668,f2_r1412
1324,f2_r234,f5_r612
1325,f4_r1375,f2_r1533
1326,f4_r574,f2_r1531
1327,f3_r164,f5_r83
1328,f3_r1313,f3_r1527
1329,f5_r927,f2_r1353
1330,f2_r123,f3_r225
1331,f2_r20,f2_r360
1332,f5_r1289,f5_r537
1333,f4_r1627,f3_r1188
1334,f5_r739,f2_r1284
1335,f5_r215,f5_r420
1336,f5_r1138,f4_r988
1337,f3_r1095,f2_r1454
1338,f5_r1472,f5_r1515
1339,f3_r1656,f4_r256
1340,f2_r6,f2_r695
1341,f3_r26,f3_r1163
1342,f4_r1212,f5_r1444
1343,f2_r1114,f4_r1695
1344,f3_r1443,f3_r1205
1345,f4_r988,f5_r1416
1346,f4_r1056,f5_r1253
1347,f3_r1187,f4_r26
1348,f5_r342,f4_r70
1349,f3_r253,f3_r539
1350,f4_r1025,f2_r318
1351,f2_r1276,f3_r1016
1352,f5_r514,f2_r623
1353,f4_r1482,f4_r1563
1354,f2_r930,f2_r61
1355,f4_r265,f4_r1415
1356,f4_r1155,f2_r569
1357,f5_r1194,f4_r1685
1358,f5_r527,f4_r1339
1359,f3_r1252,f3_r1293
1360,f4_r509,f4_r736
1361,f2_r655,f4_r1578
1362,f4_r1459,f5_r1631
1363,f3_r1563,f4_r144
1364,f5_r1243,f3_r524
1365,f5_r57,f4_r504
1366,f2_r41,f2_r550
1367,f5_r1502,f4_r594
1368,f3_r498,f2_r816
1369,f2_r434,f4_r1294
1370,f4_r984,f2_r1358
1371,f4_r334,f4_r1397
1372,f2_r23,f4_r887
1373,f2_r1418,f2_r1630
1374,f4_r237,f5_r1451
1375,f5_r267,f4_r894
1376,f3_r1678,f2_r37
1377,f4_r542,f2_r1096
1378,f2_r722,f4_r4
1379,f4_r843,f3_r1555
1380,f4_r809,f4_r388
1381,f2_r1412,f4_r922
1382,f4_r571,f2_r1003
1383,f3_r585,f4_r1577
1384,f5_r242,f5_r500
1385,f4_r1248,f5_r1216
1386,f4_r645,f5_r267
1387,f5_r395,f3_r1688
1388,f4_r740,f5_r669
1389,f3_r1459,f2_r834
1390,f3_r1115,f3_r1677
1391,f4_r1204,f3_r164
1392,f5_r1698,f4_r239
1393,f3_r257,f4_r825
1394,f3_r741,f3_r1508
1395,f2_r1641,f2_r489
1396,f5_r669,f2_r1195
1397,f2_r1699,f5_r1483
1398,f3_r635,f3_r400
1399,f5_r333,f5_r1062
1400,f4_r155,f2_r398
1401,f3_r1695,f4_r42
1402,f2_r489,f4_r525
1403,f3_r248,f4_r84
1404,f2_r1072,f3_r1424
1405,f5_r1532,f3_r737
1406,f3_r40,f3_r1110
1407,f5_r1650,f2_r480
1408,f4_r201,f4_r406
1409,f4_r786,f4_r1174
1410,f3_r1027,f5_r1518
1411,f5_r585,f2_r280
1412,f3_r1671,f2_r57
1413,f5_r811,f5_r1639
1414,f2_r189,f3_r498
1415,f3_r664,f5_r337
1416,f4_r1364,f3_r1694
1417,f3_r823,f3_r1099
1418,f2_r147,f4_r321
1419,f2_r38,f5_r17
1420,f4_r92,f5_r48
1421,f4_r1347,f4_r1385
1422,f5_r281,f3_r927
1423,f2_r1672,f5_r163
1424,f5_r210,f5_r200
1425,f5_r725,f3_r891
1426,f5_r1673,f4_r410
1427,f3_r1013,f2_r1377
1428,f2_r1470,f5_r1012
1429,f2_r1505,f4_r1161
1430,f4_r158,f3_r1384
1431,f2_r1182,f2_r179
1432,f5_r1493,f2_r275
1433,f2_r1066,f2_r364
1434,f2_r1582,f5_r164
1435,f2_r532,f3_r904
1436,f4_r594,f3_r596
1437,f5_r684,f4_r773
1438,f2_r1577,f2_r180
1439,f2_r1475,f5_r705
1440,f5_r341,f4_r1160
1441,f3_r568,f4_r850
1442,f2_r946,f2_r1052
1443,f3_r857,f5_r1239
1444,f4_r1394,f5_r286
1445,f3_r392,f2_r1425
1446,f5_r478,f5_r1637
1447,f4_r736,f5_r293
1448,f2_r884,f3_r1401
1449,f5_r1385,f3_r53
1450,f5_r544,f5_r19
1451,f5_r500,f3_r504
1452,f5_r831,f3_r93
1453,f5_r930,f4_r1683
1454,f3_r1478,f5_r162
1455,f4_r1643,f5_r997
1456,f3_r1344,f5_r1273
1457,f4_r1262,f2_r1042
1458,f2_r1570,f4_r355
1459,f3_r145,f2_r1181
1460,f3_r1556,f3_r470
1461,f2_r1657,f4_r482
1462,f3_r930,f5_r345
1463,f5_r1342,f3_r952
1464,f2_r986,f4_r1198
1465,f4_r1424,f4_r1263
1466,f4_r1417,f4_r740
1467,f3_r1331,f5_r1165
1468,f3_r1134,f3_r211
1469,f2_r113,f3_r167
1470,f3_r196,f3_r977
1471,f4_r1545,f3_r1314
1472,f2_r75,f5_r1495
1473,f4_r1380,f2_r175
1474,f4_r867,f3_r590
1475,f2_r1434,f3_r986
1476,f2_r1323,f3_r851
1477,f3_r812,f4_r420
1478,f5_r258,f2_r219
1479,f5_r150,f2_r287
1480,f3_r1571,f3_r1683
1481,f2_r839,f2_r171
1482,f5_r27,f4_r435
1483,f5_r755,f5_r886
1484,f2_r855,f4_r687
1485,f4_r1669,f5_r80
1486,f3_r708,f3_r50
1487,f4_r376,f4_r912
1488,f5_r1036,f2_r1231
1489,f3_r1502,f4_r1429
1490,f2_r43,f5_r748
1491,f2_r69,f2_r1032
1492,f2_r813,f2_r1288
1493,f4_r1105,f3_r816
1494,f5_r257,f3_r1140
1495,f2_r11,f5_r265
1496,f2_r411,f4_r978
1497,f2_r1658,f3_r573
1498,f2_r1313,f4_r1574
1499,f3_r185,f2_r1074
1500,f3_r274,f4_r306
1501,f2_r465,f3_r405
1502,f2_r1650,f2_r864
1503,f2_r932,f3_r1685
1504,f2_r937,f4_r1355
1505,f5_r1179,f2_r282
1506,f4_r34,f3_r817
1507,f2_r246,f4_r1143
1508,f5_r1394,f5_r1081
1509,f2_r490,f3_r1681
1510,f4_r1283,f2_r1183
1511,f5_r1658,f3_r1024
1512,f3_r417,f3_r1254
1513,f2_r1301,f4_r258
1514,f5_r243,f4_r549
1515,f4_r1358,f2_r53
1516,f2_r970,f3_r302
1517,f2_r1509,f4_r871
1518,f5_r860,f5_r508
1519,f5_r1458,f2_r1401
1520,f4_r499,f3_r844
1521,f2_r1068,f5_r1106
1522,f3_r1321,f2_r525
1523,f2_r25,f5_r507
1524,f4_r570,f4_r726
1525,f4_r1551,f4_r672
1526,f4_r65,f5_r644
1527,f4_r1137,f3_r1121
1528,f2_r1576,f4_r1626
1529,f5_r675,f4_r395
1530,f2_r1044,f5_r837
1531,f4_r205,f3_r565
1532,f5_r1478,f3_r126
1533,f3_r1090,f4_r417
1534,f5_r1358,f2_r1474
1535,f5_r1190,f2_r1463
1536,f2_r657,f3_r157
1537,f3_r1080,f4_r904
1538,f2_r869,f3_r929
1539,f4_r120,f2_r1212
1540,f3_r1416,f2_r870
1541,f2_r553,f2_r1564
1542,f5_r363,f2_r1600
1543,f5_r1326,f5_r1299
1544,f4_r455,f2_r183
1545,f3_r463,f5_r1678
1546,f5_r1020,f2_r1433
1547,f5_r334,f3_r471
1548,f5_r1554,f2_r1111
1549,f5_r401,f4_r1556
1550,f4_r53,f5_r1048
1551,f3_r291,f5_r1694
1552,f3_r1592,f3_r726
1553,f3_r514,f2_r1538
1554,f4_r587,f3_r955
1555,f2_r1159,f2_r461
1556,f3_r1120,f5_r815
1557,f3_r636,f4_r34
1558,f2_r448,f3_r496
1559,f2_r1626,f4_r856
1560,f4_r127,f4_r1180
1561,f3_r217,f2_r597
1562,f2_r1088,f3_r12
1563,f2_r1502,f3_r766
1564,f2_r497,f4_r98
1565,f3_r779,f4_r131
1566,f3_r1185,f5_r931
1567,f4_r1431,f3_r893
1568,f5_r962,f4_r397
1569,f5_r890,f3_r869
1570,f4_r11,f2_r1609
1571,f3_r1230,f3_r942
1572,f4_r481,f5_r1040
1573,f4_r1368,f2_r40
1574,f4_r168,f4_r1134
1575,f4_r224,f4_r808
1576,f3_r1113,f4_r1431
1577,f5_r826,f2_r869
1578,f3_r179,f3_r981
1579,f2_r675,f3_r1629
1580,f5_r803,f3_r1317
1581,f3_r1128,f4_r1643
1582,f4_r577,f5_r1203
1583,f2_r416,f3_r492
1584,f5_r142,f2_r303
1585,f2_r965,f4_r1631
1586,f3_r668,f5_r990
1587,f3_r1593,f2_r1001
1588,f3_r827,f5_r322
1589,f3_r629,f2_r310
1590,f4_r1197,f3_r142
1591,f3_r884,f3_r1044
1592,f4_r528,f5_r1693
1593,f2_r442,f2_r12
1594,f2_r637,f2_r1502
1595,f5_r260,f2_r1005
1596,f5_r508,f4_r1367
1597,f2_r1077,f5_r793
1598,f2_r1015,f5_r658
1599,f2_r964,f2_r1597
1600,f3_r104,f5_r1137
1601,f3_r995,f2_r1147
1602,f5_r916,f3_r523
1603,f4_r1083,f4_r421
1604,f4_r544,f3_r744
1605,f3_r1281,f5_r357
1606,f3_r939,f5_r1476
1607,f2_r140,f4_r1655
1608,f4_r693,f2_r501
1609,f5_r1191,f2_r1458
1610,f5_r938,f2_r964
1611,f5_r1412,f4_r1145
1612,f3_r95,f3_r722
1613,f2_r290,f4_r718
1614,f3_r1350,f4_r914
1615,f5_r595,f3_r1626
1616,f2_r1476,f2_r1570
1617,f3_r1049,f2_r1455
1618,f5_r1161,f3_r10
1619,f2_r1676,f4_r1510
1620,f3_r591,f2_r736
1621,f5_r1663,f5_r1187
1622,f4_r1446,f2_r134
1623,f5_r489,f4_r1387
1624,f5_r1535,f2_r1243
1625,f2_r361,f3_r332
1626,f5_r1006,f5_r1658
1627,f2_r1050,f5_r78
1628,f3_r98,f5_r1594
1629,f2_r409,f5_r204
1630,f2_r566,f2_r524
1631,f5_r912,f5_r1158
1632,f5_r1075,f2_r862
1633,f5_r92,f2_r299
1634,f5_r434,f2_r1313
1635,f3_r378,f5_r1176
1636,f5_r285,f2_r868
1637,f4_r1567,f3_r812
1638,f3_r844,f4_r309
1639,f2_r678,f3_r1454
1640,f4_r1477,f2_r1167
1641,f5_r1220,f3_r272
1642,f5_r305,f3_r190
1643,f5_r564,f4_r1277
1644,f4_r63,f5_r1376
1645,f3_r545,f5_r1601
1646,f5_r769,f2_r1106
1647,f4_r1357,f3_r1617
1648,f4_r55,f3_r728
1649,f4_r170,f5_r1396
1650,f4_r774,f2_r1650
1651,f2_r1051,f5_r795
1652,f2_r467,f5_r1283
1653,f3_r1092,f5_r1553
1654,f3_r1395,f3_r1670
1655,f3_r972,f5_r894
1656,f5_r868,f3_r1324
1657,f3_r182,f5_r1370
1658,f5_r934,f5_r664
1659,f5_r561,f4_r1116
1660,f3_r831,f4_r528
1661,f4_r51,f3_r22
1662,f5_r714,f4_r1119
1663,f3_r1244,f5_r263
1664,f2_r1510,f4_r387
1665,f4_r143,f5_r1152
1666,f5_r155,f3_r1460
1667,f5_r773,f3_r424
1668,f3_r673,f4_r1022
1669,f4_r323,f4_r1529
1670,f3_r180,f3_r513
1671,f4_r1450,f3_r514
1672,f3_r1418,f5_r564
1673,f4_r1540,f3_r1259
1674,f5_r592,f5_r1022
1675,f2_r1652,f5_r221
1676,f5_r1174,f3_r1539
1677,f5_r1333,f5_r983
1678,f2_r372,f3_r1066
1679,f2_r419,f2_r557
1680,f2_r878,f3_r801
1681,f4_r973,f4_r579
1682,f4_r1438,f5_r1032
1683,f2_r1000,f5_r693
1684,f3_r219,f4_r1
1685,f2_r1235,f4_r483
1686,f3_r676,f2_r89
1687,f3_r1301,f2_r600
1688,f4_r380,f4_r1131
1689,f3_r169,f3_r146
1690,f3_r517,f4_r1694
1691,f3_r835,f3_r417
1692,f2_r606,f3_r1289
1693,f4_r1070,f4_r216
1694,f5_r1379,f2_r1301
1695,f4_r599,f5_r637
1696,f4_r219,f4_r1452
1697,f4_r815,f5_r690
1698,f3_r1532,f5_r1564
1699,f3_r1526,f5_r232
1700,f2_r1175,f5_r1645
1701,f2_r585,f2_r1450
1702,f2_r1388,f2_r1050
1703,f2_r1111,f2_r892
1704,f5_r1242,f4_r752
1705,f4_r373,f3_r134
1706,f2_r671,f3_r428
1707,f2_r732,f5_r1246
1708,f2_r128,f2_r207
1709,f4_r346,f3_r1130
1710,f2_r1368,f5_r1156
1711,f5_r829,f3_r458
1712,f4_r510,f2_r1603
1713,f2_r944,f5_r460
1714,f5_r1106,f3_r853
1715,f3_r221,f2_r1508
1716,f5_r12,f3_r196
1717,f5_r584,f2_r100
1718,f4_r459,f5_r488
1719,f3_r166,f4_r1262
1720,f2_r984,f2_r425
1721,f4_r19,f2_r71
1722,f5_r1038,f5_r446
1723,f2_r1342,f4_r62
1724,f4_r701,f3_r1282
1725,f5_r1146,f4_r822
1726,f5_r1132,f3_r1426
1727,f5_r704,f5_r1170
1728,f2_r747,f4_r145
1729,f2_r760,f3_r1237
1730,f4_r1000,f2_r615
1731,f2_r902,f2_r1658
1732,f2_r847,f5_r218
1733,f3_r410,f3_r536
1734,f4_r28,f4_r948
1735,f5_r447,f3_r1327
1736,f2_r370,f2_r576
1737,f3_r1670,f2_r839
1738,f2_r1306,f3_r98
1739,f3_r209,f4_r677
1740,f5_r460,f5_r504
1741,f2_r603,f3_r1271
1742,f3_r406,f2_r216
1743,f4_r807,f4_r1401
1744,f4_r1574,f5_r642
1745,f3_r1289,f2_r78
1746,f5_r1315,f5_r599
1747,f5_r844,f5_r1588
1748,f3_r633,f5_r1591
1749,f3_r959,f5_r741
1750,f3_r175,f5_r195
1751,f2_r373,f5_r76
1752,f3_r1444,f3_r1134
1753,f3_r275,f3_r769
1754,f4_r780,f2_r1132
1755,f3_r379,f3_r1223
1756,f4_r196,f4_r548
1757,f5_r105,f5_r1550
1758,f2_r1004,f4_r1083
1759,f5_r649,f2_r1145
1760,f4_r677,f2_r1236
1761,f2_r369,f5_r671
1762,f2_r952,f2_r978
1763,f3_r881,f2_r1178
1764,f5_r734,f4_r1342
1765,f3_r1586,f5_r1589
1766,f4_r235,f5_r555
1767,f5_r1008,f2_r34
1768,f5_r1007,f2_r411
1769,f2_r304,f5_r343
1770,f2_r697,f4_r1521
1771,f5_r1145,f5_r1338
1772,f5_r179,f2_r469
1773,f3_r1452,f2_r1521
1774,f2_r240,f5_r1459
1775,f4_r568,f4_r63
1776,f2_r40,f4_r1141
1777,f4_r962,f5_r1341
1778,f4_r1266,f3_r1367
1779,f3_r247,f5_r501
1780,f3_r1578,f3_r1266
1781,f2_r586,f3_r788
1782,f3_r794,f5_r1278
1783,f5_r1605,f5_r1207
1784,f3_r1107,f3_r319
1785,f5_r614,f4_r690
1786,f4_r1590,f2_r1041
1787,f4_r430,f2_r1421
1788,f2_r615,f2_r60
1789,f4_r133,f4_r363
1790,f4_r581,f4_r1273
1791,f4_r1692,f3_r1507
1792,f2_r708,f2_r671
1793,f2_r1474,f5_r1294
1794,f2_r1213,f2_r657
1795,f4_r698,f4_r1613
1796,f4_r216,f3_r730
1797,f2_r182,f3_r739
1798,f4_r566,f5_r559
1799,f3_r1432,f2_r847
1800,f3_r577,f5_r1070
1801,f3_r1329,f2_r500
1802,f5_r763,f4_r1653
1803,f3_r1539,f4_r373
1804,f2_r1668,f3_r214
1805,f4_r1210,f4_r578
1806,f5_r804,f2_r1257
1807,f5_r667,f4_r208
1808,f3_r1387,f5_r631
1809,f3_r703,f4_r1681
1810,f5_r58,f3_r456
1811,f2_r1318,f2_r394
1812,f4_r356,f3_r859
1813,f4_r27,f3_r240
1814,f5_r113,f3_r1500
1815,f3_r471,f5_r1544
1816,f2_r221,f3_r96
1817,f3_r1521,f3_r438
1818,f3_r404,f4_r729
1819,f2_r1038,f5_r1394
1820,f2_r684,f4_r470
1821,f4_r225,f2_r1
1822,f3_r1024,f4_r1027
1823,f5_r853,f5_r873
1824,f3_r740,f5_r1571
1825,f5_r1095,f4_r1013
1826,f3_r661,f5_r1539
1827,f3_r1392,f4_r880
1828,f2_r1362,f4_r433
1829,f2_r1653,f2_r909
